file_ID,run_ID,trt,temperature,treatment,sample_rep,project,pigment_ID,pigment_num,RT_min,area,int_type,I,S_N,chromatogram,max_mz,FWHM_min,processing_notes,dilution_notes,dilution_factor,slope,intercept,disc_area,injection_solution_vol_mL,injection_volume_machine_uL,mass_ug,mass_ug_cm2
"171214_sample4c_1-A,3_01_1068.d",4C,8N,8,N,3,Incubation_Oleksy,fuco,1,2.18,0.8617,Chromatogram,1,22.8,"UV Chromatogram, 440 nm",NA,0.02,,no dilution necessary / only one file,1,0.000165,0,5.73,1,0.1,1.421805,0.248326248
"171214_sample4c_1-A,3_01_1068.d",4C,8N,8,N,3,Incubation_Oleksy,aphan,2,2.29,0.4686,Manual,1,14.4,"UV Chromatogram, 440 nm",NA,0.02,,no dilution necessary / only one file,1,0.0003,0,5.73,1,0.1,1.4058,0.245530885
"171214_sample5c_rerun_1-A,4_01_1070.d",5C_rerun,8N,8,N,4,Incubation_Oleksy,pheo,5,5.17,2.5058,Chromatogram,1,33.3,"UV Chromatogram, 440 nm",NA,0.05,Everything is shifted to earlier RT but lines up with MS,no dil file?,1,0.001573,0.00006,5.73,1,0.1,40.016234,6.989060571
"171214_sample7c_dil_1-B,1_01_1159.d",7C_dil,8NP,8,NP,1,Incubation_Oleksy,chla,5,4.44,4.4402,Chromatogram,11,109.5,"UV Chromatogram, 440 nm",NA,0.02,,dil file,3,0.000178,0.000035,5.73,1,0.1,24.760668,4.324590076
"171214_sample7c_1-B,1_01_1075.d",7C,8NP,8,NP,1,Incubation_Oleksy,aphan,2,2.31,1.7115,Chromatogram,2,44,"UV Chromatogram, 440 nm",NA,0.02,,no dil file,1,0.0003,0,5.73,1,0.1,5.1345,0.896769334
"171214_sample8c_1-B,2_01_1076.d",8C,8NP,8,NP,4,Incubation_Oleksy,aphan,2,2.31,0.3832,Manual,1,9.7,"UV Chromatogram, 440 nm",NA,0.03,,no dil file,1,0.0003,0,5.73,1,0.1,1.1496,0.200784113
"171214_sample8c_dil_1-B,2_01_1160.d",8C_dil,8NP,8,NP,4,Incubation_Oleksy,chla,5,4.42,2.4507,Chromatogram,9,64.2,"UV Chromatogram, 440 nm",NA,0.02,,dil file,3,0.000178,0.000035,5.73,1,0.1,14.136738,2.469060885
"171214_sample7c_1-B,1_01_1075.d",7C,8NP,8,NP,1,Incubation_Oleksy,chla,5,4.46,20.3132,Chromatogram,22,552.7,"UV Chromatogram, 440 nm",NA,0.02,,no dil file,1,0.000178,0.000035,5.73,1,0.1,36.507496,6.376239724
"171214_sample8c_1-B,2_01_1076.d",8C,8NP,8,NP,4,Incubation_Oleksy,chla,5,4.46,3.0056,Chromatogram,10,84.3,"UV Chromatogram, 440 nm",NA,0.02,,no dil file,1,0.000178,0.000035,5.73,1,0.1,5.699968,0.995531504
"171214_sample7c_dil_1-B,1_01_1159.d",7C_dil,8NP,8,NP,1,Incubation_Oleksy,chlb,4,4.11,1.3873,Chromatogram,8,46.8,"UV Chromatogram, 440 nm",NA,0.02,,dil file,3,0.00017,0.000021,5.73,1,0.1,7.70523,1.345761802
"171214_sample9c_dil_1-B,3_01_1161.d",9C_dil,8NP,8,NP,6,Incubation_Oleksy,chla,5,4.47,0.8543,Chromatogram,8,22.5,"UV Chromatogram, 440 nm",NA,0.02,,no pigments detected somehow...,4,0.000178,0.000035,5.73,1,0.1,7.482616,1.306881014
"171214_sample8c_dil_1-B,2_01_1160.d",8C_dil,8NP,8,NP,4,Incubation_Oleksy,chlb,4,4.1,1.155,Chromatogram,8,37.8,"UV Chromatogram, 440 nm",NA,0.02,,dil file,3,0.00017,0.000021,5.73,1,0.1,6.5205,1.138842037
"171214_sample7c_1-B,1_01_1075.d",7C,8NP,8,NP,1,Incubation_Oleksy,chlb,4,4.12,5.7923,Chromatogram,13,213.2,"UV Chromatogram, 440 nm",NA,0.02,,no dil file,1,0.00017,0.000021,5.73,1,0.1,10.05691,1.756495955
"171214_sample8c_1-B,2_01_1076.d",8C,8NP,8,NP,4,Incubation_Oleksy,chlb,4,4.12,1.3374,Chromatogram,9,48.5,"UV Chromatogram, 440 nm",NA,0.02,,no dil file,1,0.00017,0.000021,5.73,1,0.1,2.48358,0.43377123
"171214_sample7c_dil_1-B,1_01_1159.d",7C_dil,8NP,8,NP,1,Incubation_Oleksy,aphan,2,2.3,0.4125,Manual,1,10,"UV Chromatogram, 440 nm",NA,0.02,,dil file,3,0.0003,0,5.73,1,0.1,3.7125,0.648409027
"171214_sample9c_dil_1-B,3_01_1161.d",9C_dil,8NP,8,NP,6,Incubation_Oleksy,chlb,4,4.13,0.2681,Chromatogram,7,10.5,"UV Chromatogram, 440 nm",NA,0.02,,no pigments detected somehow...,4,0.00017,0.000021,5.73,1,0.1,2.66308,0.465121916
"171214_sample8c_dil_1-B,2_01_1160.d",8C_dil,8NP,8,NP,4,Incubation_Oleksy,aphan,2,2.29,0.2823,Manual,1,8.2,"UV Chromatogram, 440 nm",NA,0.02,,dil file,3,0.0003,0,5.73,1,0.1,2.5407,0.44374756
"171214_sample7c_dil_1-B,1_01_1159.d",7C_dil,8NP,8,NP,1,Incubation_Oleksy,fuco,1,2.19,0.5037,Manual,1,11.6,"UV Chromatogram, 440 nm",NA,0.03,,dil file,3,0.000165,0,5.73,1,0.1,2.493315,0.435471503
"171214_sample8c_dil_1-B,2_01_1160.d",8C_dil,8NP,8,NP,4,Incubation_Oleksy,fuco,1,2.18,0.4194,Manual,1,8.8,"UV Chromatogram, 440 nm",NA,0.03,,dil file,3,0.000165,0,5.73,1,0.1,2.07603,0.362590328
"171214_sample7c_1-B,1_01_1075.d",7C,8NP,8,NP,1,Incubation_Oleksy,chlb_prime,4,4.2,0.5106,Chromatogram,8,17.5,"UV Chromatogram, 440 nm",NA,0.02,,no dil file,1,0.00017,0.000021,5.73,1,0.1,1.07802,0.188282263
"171214_sample7c_1-B,1_01_1075.d",7C,8NP,8,NP,1,Incubation_Oleksy,fuco,1,2.2,2.7385,Chromatogram,2,67.3,"UV Chromatogram, 440 nm",NA,0.02,,no dil file,1,0.000165,0,5.73,1,0.1,4.518525,0.789185832
"171214_sample8c_1-B,2_01_1076.d",8C,8NP,8,NP,4,Incubation_Oleksy,fuco,1,2.2,0.4833,Manual,1,11.8,"UV Chromatogram, 440 nm",NA,0.03,,no dil file,1,0.000165,0,5.73,1,0.1,0.797445,0.139278259
"171214_sample7c_dil_1-B,1_01_1159.d",7C_dil,8NP,8,NP,1,Incubation_Oleksy,chlb_prime,4,4.18,0.1422,Manual,7,7.6,"UV Chromatogram, 440 nm",NA,0.01,,dil file,3,0.00017,0.000021,5.73,1,0.1,1.35522,0.236696803
"171214_sample8c_dil_1-B,2_01_1160.d",8C_dil,8NP,8,NP,4,Incubation_Oleksy,myxo_1,3,2.73,0.1506,Manual,2,5.4,"UV Chromatogram, 440 nm",NA,0.02,,dil file,3,0.0002,0,5.73,1,0.1,0.9036,0.157818828
"171214_sample7c_1-B,1_01_1075.d",7C,8NP,8,NP,1,Incubation_Oleksy,myxo_1,3,2.75,1.0965,Chromatogram,3,34.4,"UV Chromatogram, 440 nm",NA,0.02,,no dil file,1,0.0002,0,5.73,1,0.1,2.193,0.383019797
"171214_sample8c_1-B,2_01_1076.d",8C,8NP,8,NP,4,Incubation_Oleksy,myxo_1,3,2.75,0.2388,Manual,2,6.3,"UV Chromatogram, 440 nm",NA,0.03,,no dil file,1,0.0002,0,5.73,1,0.1,0.4776,0.083415529
"171214_sample7c_1-B,1_01_1075.d",7C,8NP,8,NP,1,Incubation_Oleksy,myxo_2,3,2.99,0.5041,Chromatogram,3,16.9,"UV Chromatogram, 440 nm",NA,0.02,,no dil file,1,0.0002,0,5.73,1,0.1,1.0082,0.176087806
